mls,home_type,status,address,city,zip,county,list_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
52846588,Townhouse/Condo,Active,5106 Crawford Street,Houston,77004,Harris,475000,17,Five Thousand 1 Hundred and six,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2384,199.24,2005,3,3,3.1,1,3,2,Traditional,88
57060139,Single-Family,Active,10130 Holly Chase Drive,Houston,77042,Harris,350000,22,Westchase Manor,Westchase Area,2,Alief,SNEED ELEMENTARY SCHOOL,O'DONNELL MIDDLE SCHOOL,AISD DRAW,2716,128.87,2005,3,2,2.1,1,2,2,Traditional,90
93474469,Single-Family,Active,5727 Larkin Street,Houston,77007,Harris,350000,9,Contemporary Park,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2326,150.47,2005,3,2,2.1,1,2,2,Contemporary/Modern,85
41806089,Single-Family,Active,4114 Marina Street #B,Houston,77007,Harris,345000,16,Quantum,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1633,211.27,2005,3,2,2.1,0,2,2,Other Style,21
90804488,Single-Family,Active,1725 Aden Drive,Houston,77003,Harris,299988,4,Midtown Village,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1688,177.72,2005,2,2,2,0,2,2,Split Level,38
8331779,Single-Family,Active,2546 Bevis Street,Houston,77008,Harris,374000,9,Meyer Estates,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2592,144.29,2005,3,3,3.1,1,3,2,Traditional,5
48176337,Single-Family,Active,9709 Linkmeadow Lane,Houston,77025,Harris,294000,20,Contemporary Plaza Sec 09 Rep 01,Willow Meadows Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2370,124.05,2005,4,2,2.1,1,2,2,Contemporary/Modern,35
11368265,Townhouse/Condo,Active,1632 Thompson Street,Houston,77007,Harris,326700,16,Spencer Trace,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1286,254.04,2005,2,2,2,0,2,2,"Contemporary/Modern, Other Style",14
13511162,Townhouse/Condo,Active,113 Roy Street,Houston,77007,Harris,524900,16,Roy Street Place,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2806,187.06,2005,4,3,3.1,1,3,2,Traditional,127
75040791,Single-Family,Active,1607 Detering Street,Houston,77007,Harris,365000,16,Roc Homes Eigel,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2250,162.22,2005,4,2,2.1,0,3,2,Contemporary/Modern,80
39369900,Townhouse/Condo,Active,6883 Staffordshire Boulevard,Houston,77030,Harris,469000,17,Woodbury Manors,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2474,189.57,2005,3,3,3.1,1,3,2,"Mediterranean, Traditional",317
33859269,Townhouse/Condo,Active,4406 Koehler Street #B,Houston,77007,Harris,363900,16,Upper West End Sec 02,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2032,179.08,2005,3,2,2.1,0,2,0,Contemporary/Modern,12
47097803,Single-Family,Active,9107 Creekstone Lake Drive,Houston,77054,Harris,329000,18,Bedford Falls,Medical Center Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1875,175.47,2005,3,2,2.1,0,2,2,Contemporary/Modern,375
36583031,Single-Family,Active,3428 Cline Street,Houston,77020,Harris,269900,2,Cline Street Place,Denver Harbor,27,Houston,BRUCE ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1582,170.61,2005,3,2,2,0,2,0,Contemporary/Modern,51
85389666,Townhouse/Condo,Active,1606 Saint Charles Street,Houston,77003,Harris,349900,4,St Charles Street Place,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2042,171.35,2005,2,2,2,0,3,0,Traditional,87
61837203,Single-Family,Active,1709 Aden Mist Drive,Houston,77003,Harris,276900,4,Midtown Village,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1382,200.36,2005,2,2,2.1,0,2,0,Contemporary/Modern,103
26887425,Single-Family,Active,222 Knox Street #A,Houston,77007,Harris,449000,16,Millennium Homes At Birdsall,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2602,172.56,2005,3,3,3.1,1,3,2,Traditional,38
53071148,Single-Family,Active,9103 Creekstone Lake Drive,Houston,77054,Harris,310000,18,Bedford Falls,Medical Center Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2330,133.05,2005,3,2,2.1,0,3,2,Traditional,225
9123446,Single-Family,Active,5204 Nett Street #C,Houston,77007,Harris,418000,16,Nett Sys,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2224,187.95,2005,3,3,3.1,1,3,2,Traditional,5
53286462,Townhouse/Condo,Active,4511 Plum Creek Meadow Court,Houston,77087,Harris,195000,4,Plum Crk Terrace,Hobby Area,27,Houston,GOLFCREST ELEMENTARY SCHOOL,HARTMAN MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1644,118.61,2005,2,2,2,0,3,2,Traditional,24
8901847,Townhouse/Condo,Active,3840 Center Street,Houston,77007,Harris,334900,16,Plaza/Center Sec 01 Amd Place,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1524,219.75,2005,3,2,2,0,2,2,Split Level,51
56348264,Townhouse/Condo,Active,6222 Skyline Drive #5,Houston,77057,Harris,262200,22,Skyline Court,Galleria,27,Houston,PILGRIM ACADEMY,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1730,151.56,2005,3,2,2.1,1,2,0,Traditional,2
91190033,Single-Family,Active,1320 Birdsall Avenue,Houston,77007,Harris,420000,16,Birdsall Woods,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2263,185.59,2005,4,3,3.1,1,3,2,Traditional,8
86834435,Townhouse/Condo,Active,1608 Francis Street #C,Houston,77004,Harris,285000,16,Francis Street Twnhms,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1788,159.4,2005,2,2,2.1,0,3,2,Traditional,13
73504103,Townhouse/Condo,Active,608 W Drew Street #B,Houston,77006,Harris,375000,16,Stars/West Drew,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2094,179.08,2005,3,3,3.1,1,4,2,Contemporary/Modern,61
38580860,Single-Family,Active,844 W 25th Street #A,Houston,77008,Harris,345000,9,Heights Green,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1457,236.79,2005,2,2,2,0,2,2,Contemporary/Modern,29
83883887,Townhouse/Condo,Active,6120 Grand Boulevard,Houston,77021,Harris,285000,17,Hermann Park Lofts T H,Medical Center Area,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1972,144.52,2005,2,2,2,0,3,2,Contemporary/Modern,95
16632508,Single-Family,Active,5315 Lillian Street,Houston,77007,Harris,399000,16,Millennium Lofts/Pk,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2355,169.43,2005,3,3,3.1,1,3,2,Contemporary/Modern,60
89095422,Townhouse/Condo,Active,3421 Stanford Street,Houston,77006,Harris,469900,16,Stanford Street Twnhms,Montrose,27,Houston,WOODROW WILSON MONTESSORI,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2059,228.22,2005,3,3,3.1,1,3,0,Traditional,52
26201954,Townhouse/Condo,Active,1207 Arthur Street,Houston,77019,Harris,326000,16,Crosby Street Square T H,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,2130,153.05,2005,2,2,2,0,3,0,Contemporary/Modern,61
33748994,Townhouse/Condo,Active,6142 Grand Boulevard,Houston,77021,Harris,274500,17,Hermann Park Lofts T H,Medical Center Area,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1972,139.2,2005,2,2,2,0,2,2,Contemporary/Modern,28
50291805,Townhouse/Condo,Active,919 W Heights Hollow Lane,Houston,77007,Harris,365000,16,Memorial Heights Sec 09 Pt Rep,Rice Military/Washington Corridor,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1759,207.5,2005,2,2,2,0,3,1,Traditional,11
58012549,Mid/Hi-Rise Condo,Active,5005 Hidalgo Street #602,Houston,77056,Harris,1075000,22,Empire Condos,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,3308,324.97,2005,3,3,3.1,0,1,0,Other Style,215
54723425,Mid/Hi-Rise Condo,Active,2211 Briarglen Drive #812,Houston,77027,Harris,1100000,16,The Briarglen,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2731,402.78,2005,3,3,3.1,0,1,0,Other Style,7
55441427,Mid/Hi-Rise Condo,Active,5005 Hidalgo Street #619,Houston,77056,Harris,539900,22,EMPIRE CONDO AMEND,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2147,251.47,2005,2,2,2,0,1,0,Other Style,56
13004126,Mid/Hi-Rise Condo,Active,3333 Allen Parkway #509,Houston,77019,Harris,639000,16,The Royalton,River Oaks Shopping Area,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1739,367.45,2005,2,2,2.1,0,1,0,Other Style,62
48949835,Mid/Hi-Rise Condo,Active,2211 Briarglen Drive #710,Houston,77027,Harris,547000,16,Briarglen Condo,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1555,351.77,2005,2,2,2,0,1,0,Other Style,43
64136732,Mid/Hi-Rise Condo,Active,2211 Briarglen Drive #705,Houston,77027,Harris,510000,16,The Briarglen,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1483,343.9,2005,2,2,2,0,1,0,Other Style,454
70597533,Mid/Hi-Rise Condo,Active,2211 Briarglen Drive #404,Houston,77027,Harris,479000,16,Briarglen Condo,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1417,338.04,2005,2,2,2,0,1,0,Other Style,284
39169454,Mid/Hi-Rise Condo,Active,2211 Briarglen Drive #611,Houston,77027,Harris,490000,16,The Briarglen Condominium,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1415,346.29,2005,2,2,2,0,1,0,Other Style,43
14509117,Mid/Hi-Rise Condo,Active,2211 Briarglen Drive #302,Houston,77027,Harris,434900,16,Briarglen Condo,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1415,307.35,2005,2,2,2,0,1,0,Other Style,42
23482484,Mid/Hi-Rise Condo,Active,5005 Hidalgo Street #209,Houston,77056,Harris,415000,22,Empire Condos,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1408,294.74,2005,2,2,2,0,1,0,Other Style,144
96887428,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #155,Houston,77054,Harris,280000,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1293,216.55,2005,2,2,2,0,1,0,Other Style,43
58806050,Mid/Hi-Rise Condo,Active,100 Willard Street #35,Houston,77006,Harris,263500,16,Vistas/Midtown,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1244,211.82,2005,2,2,2,0,1,0,Other Style,205
44482765,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail  #407,Houston,77054,Harris,269000,17,The Valencia,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1233,218.17,2005,2,2,2,0,1,0,Other Style,15
97960537,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #116,Houston,77054,Harris,250000,17,Valencia Condo,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1228,203.58,2005,2,1,1,0,1,0,Other Style,99
6564358,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #327,Houston,77054,Harris,265000,17,Valencia Condo,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1224,216.5,2005,2,2,2,0,1,0,Other Style,278
95944974,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #457,Houston,77054,Harris,265000,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1224,216.5,2005,2,2,2,0,1,0,Other Style,34
78812455,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #315,Houston,77054,Harris,260000,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1183,219.78,2005,2,2,2,0,1,0,Other Style,54
56698038,Mid/Hi-Rise Condo,Active,1900 Genesee Street #308,Houston,77006,Harris,249500,16,Vistas/Midtown,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1092,228.48,2005,2,2,2,0,1,0,Other Style,60
93356540,Mid/Hi-Rise Condo,Active,100 Willard Street #22,Houston,77006,Harris,229000,16,Vistas/Midtown,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),887,258.17,2005,1,1,1,0,1,0,Other Style,18
96659701,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #237,Houston,77054,Harris,198000,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,799,247.81,2005,1,1,1,0,1,0,Other Style,25
65949783,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail  #406,Houston,77054,Harris,195000,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,799,244.06,2005,1,1,1,0,1,0,Other Style,75
9368293,Mid/Hi-Rise Condo,Active,1711 Old Spanish Trail #430,Houston,77054,Harris,187500,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,799,234.67,2005,1,1,1,0,1,0,Other Style,19
71533933,Single-Family,Active,4002 University Grove ,Houston,77023,Harris,490000,4,University Grove,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),2404,203.83,2005,3,3,3.1,1,3,0,Traditional,6
96502038,Townhouse/Condo,Active,5710 Winsome Lane #C,Houston,77057,Harris,315000,22,Winsome Condos Amd To Su,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1625,193.85,2005,2,2,2.1,0,4,2,Contemporary/Modern,54
69016246,Townhouse/Condo,Active,3001 Murworth Drive #1604,Houston,77025,Harris,184900,17,Southpoint Twnhms,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1035,178.65,2006,1,1,1.1,0,3,1,Traditional,34
23644745,Single-Family,Active,15540 N Brentwood Street,Channelview,77530,Harris,1250000,2,Old River Terrace Sec 05,North Channel,8,Channelview,SCHOCHLER ELEMENTARY SCHOOL,JOHNSON JUNIOR HIGH,CHANNELVIEW HIGH SCHOOL,5320,234.96,2006,3,3,3.2,1,1.5,0,Traditional,175
27869579,Townhouse/Condo,Active,6655 W Sam Houston Parkway #3J,Houston,77072,Harris,169000,21,Sterling Garden Residential Co,Sharpstown Area,2,Alief,COLLINS ELEMENTARY SCHOOL (ALIEF),ALIEF MIDDLE SCHOOL,AISD DRAW,732,230.87,2006,1,1,1,0,1,0,Traditional,120
67056480,Townhouse/Condo,Active,9400 Bellaire Boulevard #203,Houston,77036,Harris,193000,21,Lee Ho,Sharpstown Area,27,Houston,WHITE ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1062,181.73,2006,2,1,1.1,0,2,1,Traditional,68
36019805,Townhouse/Condo,Active,9400 Bellaire blvd Boulevard #309,Houston,77036,Harris,189000,21,Lee Ho Twnhms,Sharpstown Area,27,Houston,WHITE ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1062,177.97,2006,2,1,1.1,0,2,0,Traditional,68
97908395,Single-Family,Active,11702 Forest Glen Street,Houston,77024,Harris,3475000,23,Bunker Hill Village,Memorial Villages,49,Spring Branch,BUNKER HILL ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),9346,371.82,2006,6,8,8.3,4,2,3,Traditional,49
51406185,Single-Family,Active,12602 Overcup Drive,Houston,77024,Harris,2650000,23,Woodland Hollow,Memorial West,49,Spring Branch,FROSTWOOD ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),7334,361.33,2006,7,7,7.1,1,2,3,Traditional,225
90720449,Single-Family,Active,10931 Wickwild Street,Hunters Creek Village,77024,Harris,3299000,23,Willowick,Memorial Villages,49,Spring Branch,MEMORIAL DRIVE ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),7082,465.83,2006,5,5,5.3,2,2,3,Mediterranean,238
97155682,Single-Family,Active,5327 Institute Lane,Houston,77005,Harris,3199000,17,Jandor Garden,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5719,559.36,2006,4,4,4.2,1,2,3,Contemporary/Modern,251
61133157,Single-Family,Active,1117 Traweek Street,Spring Valley Village,77055,Harris,1640000,24,Bonnie Oaks Sec 1,Memorial Villages,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),5220,314.18,2006,5,4,4.2,2,2,3,Traditional,95
49691029,Single-Family,Active,818 Riedel Drive,Houston,77024,Harris,1775000,23,Riedel Estate,Memorial West,49,Spring Branch,BUNKER HILL ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),5876,302.08,2006,5,4,4.1,1,2,2,Traditional,55
43033381,Single-Family,Active,408 E 7th Street,Houston,77007,Harris,2450000,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,6817,359.4,2006,4,4,4.3,5,2,3,Traditional,11
13840171,Single-Family,Active,4639 Devon Street,Houston,77027,Harris,2099900,16,Afton Oaks,Royden Oaks/Afton Oaks,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5249,400.06,2006,5,5,5.1,5,2,3,Mediterranean,155
20637019,Single-Family,Active,2223 Del Monte Drive,Houston,77019,Harris,2850000,16,River Oaks,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5787,492.48,2006,4,4,4.1,1,2,2,"French, Traditional",156
81824414,Single-Family,Active,4903 Tamarisk Street,Bellaire,77401,Harris,1275000,17,Blume Acres,Bellaire Area,27,Houston,CONDIT ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,4714,270.47,2006,4,3,3.2,1,2,3,"Mediterranean, Traditional",1
16286593,Single-Family,Active,6123 Chevy Chase Drive,Houston,77057,Harris,1899999,22,Briargrove,Briargrove,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,5899,322.09,2006,4,4,4.1,1,2,3,Traditional,0
72750312,Single-Family,Active,2902 Morrison Avenue,Houston,77009,Harris,1795000,9,WOODLAND HEIGHTS,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,4610,389.37,2006,4,3,3.1,1,2,2,Traditional,1
61689861,Townhouse/Condo,Active,806 Jackson Hill Street #203,Houston,77007,Harris,199400,16,Flats on Jackson Hill II Condo,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,782,254.99,2006,1,1,1,0,1,0,Contemporary/Modern,19
46655889,Single-Family,Active,10719 Villa Lea Lane,Houston,77071,Harris,349500,20,Fondren Southwest Northfield S,Brays Oaks,27,Houston,MILNE ELEMENTARY SCHOOL,WELCH MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,2963,117.95,2006,3,2,2.1,0,2,0,Other Style,20
47816741,Single-Family,Active,6642 Westchester Avenue,Houston,77005,Harris,2199000,17,West University Place Sec 01,West University/Southside Area,27,Houston,WEST UNIVERSITY ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5235,420.06,2006,5,5,5.1,1,2,2,"Contemporary/Modern, Mediterranean, Traditional",56
16491724,Single-Family,Active,6429 Westchester Avenue,Houston,77005,Harris,2195000,17,West University Place,West University/Southside Area,27,Houston,WEST UNIVERSITY ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5199,422.2,2006,5,5,5.1,1,2,2,Traditional,18
42082166,Single-Family,Active,9034 Durham Manor Lane,Houston,77075,Harris,259900,3,Durham Park,Southbelt/Ellington,41,Pasadena,,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2356,110.31,2006,4,2,2.1,0,2,0,Contemporary/Modern,39
60498830,Single-Family,Active,1605 Marshall Street,Houston,77006,Harris,1199000,16,Mandell Place,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4400,272.5,2006,4,4,4.1,2,2,1,French,209
68011512,Single-Family,Active,10002 Acer Court,Houston,77075,Harris,239900,3,Clearwood Lndg Rep 02,Southbelt/Ellington,41,Pasadena,,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1751,137.01,2006,3,2,2,0,1,0,Traditional,3
9854336,Single-Family,Active,7815 Longshire Lane,Houston,77040,Harris,210000,11,Woodland Oaks Sec 05,Northwest Houston,13,Cypress-Fairbanks,REED ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,2175,96.55,2006,3,2,2,0,1,2,Traditional,1
77209618,Single-Family,Active,2734 Trinity Glen Lane,Houston,77047,Harris,199900,3,Brunswick Mdws Sec 6,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1728,115.68,2006,3,2,2,0,1,2,Ranch,15
